"TL0_1"	"TL0_2"	"TL0_3"	"TL1_1"	"TL1_2"	"TL1_3"
"LOC107810527"	24291	16228	22544	26502	33324	38507
"LOC107810529"	14893	10242	14816	23978	32869	38334
"LOC107810528"	12451	8103	11218	17559	25584	32064
"LOC107810523"	0	0	6	0	2	0
"LOC107810531"	264	191	460	292	427	485
"LOC107810530"	2	4	8	0	0	0
"LOC107810534"	2183	2709	1787	547	696	738
"LOC107810532"	1051	1241	1700	1026	1440	1225
"LOC107810537"	584	474	550	349	479	391
"LOC107810536"	7950	7576	8133	5032	4976	5774
"LOC107810535"	12	6	18	0	10	25
"LOC107810538"	0	0	0	0	0	0
"TRNAL-CAA_26"	0	0	0	0	0	0
"LOC107810540"	306	252	387	734	493	534
"LOC107810542"	12	9	18	12	6	27
"LOC107810543"	42	63	93	29	29	62
"LOC107810544"	33	48	85	17	34	40
"LOC107810545"	177	265	238	116	159	164
"LOC107810546"	432	519	590	437	403	399
"LOC107810547"	0	0	0	0	0	0
"TRNAV-AAC_36"	0	0	0	0	0	0
"LOC107810548"	0	0	0	0	0	0
"LOC107810549"	300	299	368	223	278	368
"LOC107810550"	159	128	131	64	85	116
"LOC107810552"	354	202	407	118	126	167
"LOC107810553"	0	0	0	0	0	0
"LOC107810556"	145	102	124	185	170	236
"LOC107810554"	40	22	37	8	6	12
"LOC107810555"	0	0	0	0	0	0
"LOC107810558"	77	54	123	42	71	68
"LOC107810557"	187	253	118	139	154	129
"LOC107810562"	209	157	197	250	223	269
"LOC107810563"	689	719	574	585	901	839
"LOC107810561"	0	0	0	0	0	0
"LOC107810565_1"	0	0	0	0	0	0
"LOC107810564"	94	47	42	40	59	58
"LOC107810567"	634	427	757	266	251	187
"LOC107810568"	114	159	212	77	75	147
"LOC107810570"	0	0	0	0	0	0
"LOC107810571"	0	0	0	0	0	0
"LOC107810572"	0	0	0	0	0	0
"LOC107810573"	0	0	0	0	0	0
"LOC107810574"	1981	2275	2315	2344	2267	2422
"LOC107810576"	138	134	148	112	125	140
"LOC107810577"	2616	1219	3257	905	1032	1860
"LOC107810579"	10	6	2	0	2	0
"LOC107810580"	0	2	0	0	0	0
"LOC107810581"	5	0	0	0	2	0
"LOC107810582"	36	39	31	25	33	37
"LOC107810584"	0	0	0	0	0	0
"LOC107810583"	0	0	4	2	2	0
"LOC107810585"	0	0	0	0	2	0
"LOC107810587"	20	30	20	36	36	36
"LOC107810589"	0	0	0	0	0	0
"LOC107810592"	254	298	311	305	273	347
"LOC107810590"	150	131	141	46	67	99
"LOC107810591"	329	290	429	427	502	576
"LOC107810593"	6	14	14	6	8	15
"LOC107810595"	0	0	0	0	0	0
"LOC107810596"	0	0	0	0	0	0
"LOC107810597"	175	284	313	85	105	190
"LOC107810598"	721	829	864	789	701	884
"LOC107810599"	24	2	8	2	4	19
"LOC107810600"	231	330	247	314	332	435
"LOC107810602"	92	135	152	110	154	161
"LOC107810603"	27	47	55	19	40	24
"LOC107810604"	27	20	10	11	0	4
"LOC107810605"	1	0	0	13	0	4
"LOC107810608"	331	162	457	158	175	130
"LOC107810607"	0	0	4	2	0	0
"LOC107810606"	0	0	0	0	0	0
"LOC107810609"	316	376	361	242	209	247
"LOC107810610"	0	0	0	0	0	0
"LOC107810611"	103	83	162	133	107	112
"LOC107810612"	0	0	0	0	0	0
"LOC107810615"	242	231	280	170	182	233
"LOC107810614"	973	823	985	834	827	792
"LOC107810616"	42	73	51	44	48	63
"LOC107810617"	0	0	0	0	0	0
"LOC107810622"	314	277	301	354	354	395
"LOC107810619"	1267	1236	1424	953	1120	1001
"LOC107810620"	0	0	0	0	0	0
"LOC107810621"	545	584	726	715	774	1038
"LOC107810623"	4	6	6	8	12	12
"TRNAS-AGA_24"	0	0	0	0	0	0
"TRNAN-GUU_76"	0	0	0	0	0	0
"LOC107810624"	12	4	20	4	10	4
"LOC107810628"	269	330	271	1197	794	617
"TRNAA-CGC_8"	0	0	0	0	0	0
"LOC107810629"	348	238	412	345	395	475
"LOC107810631"	0	0	0	0	0	0
"LOC107810634"	0	0	0	0	0	0
"LOC107810632"	0	0	0	0	0	0
"LOC107810635"	29	52	25	6	27	21
"LOC107810638"	33	28	42	62	49	43
"LOC107810639"	18	26	15	41	20	30
"LOC107810637"	20	39	14	5	12	11
"LOC107810640"	101	40	58	46	85	65
"LOC107810641"	190	149	158	123	161	155
"LOC107810642"	1322	897	2780	1495	1938	1460
"LOC107810645"	160	197	147	125	124	110
"LOC107810644"	0	0	0	0	0	0
"LOC107810643"	38	19	71	23	20	83
"LOC107810646"	3115	2384	2892	1369	1471	1746
"LOC107810647"	9234	5243	9335	2130	2666	3123
"LOC107810649"	1605	455	2090	655	926	1095
"LOC107810648"	6	0	6	2	0	0
"LOC107810651"	84	104	121	59	43	38
"LOC107810652"	31	42	21	2	8	5
"LOC107810653"	0	2	0	4	0	0
"LOC107810654"	252	202	217	166	170	198
"LOC107810655"	877	598	876	369	376	333
"LOC107810656"	0	6	2	0	0	0
"LOC107810657"	64	95	67	44	87	79
"LOC107810658"	926	488	814	65	52	98
"LOC107810659"	36	51	44	29	38	55
"LOC107810660"	0	0	0	0	0	0
"LOC107810662"	1439	2016	1812	1211	1342	1453
"LOC107810661"	0	0	0	0	0	0
"LOC107810665"	0	0	0	0	0	0
"LOC107810666"	0	0	0	0	0	0
"LOC107810667"	1306	1075	1329	923	1050	1254
"LOC107810668"	1080	1030	1338	1926	2090	2123
"LOC107810669"	36	43	49	17	18	11
"LOC107810671"	0	4	0	8	10	18
"LOC107810670"	50	45	59	40	47	50
"LOC107810677"	45	66	64	54	53	98
"LOC107810676"	0	0	4	0	0	0
"LOC107810675"	0	0	0	0	0	0
"LOC107810678"	667	652	606	530	641	676
"LOC107810679"	2	0	10	0	2	4
"LOC107810680"	46	44	135	40	42	38
"LOC107810681"	200	367	298	606	1537	390
"LOC107810682"	94	107	131	97	84	147
"LOC107810683"	10	8	16	1	0	2
"LOC107810684"	713	740	799	1352	1368	1149
"LOC107810685"	0	0	0	0	0	0
"LOC107810694"	10	4	10	62	41	32
"LOC107810695"	22	50	58	121	127	87
"LOC107810688"	22	37	24	20	39	43
"LOC107810693"	6	32	19	14	4	12
"LOC107810689"	12	20	19	12	22	47
"LOC107810690"	35	48	60	51	56	68
"LOC107810687"	23	53	71	14	26	106
"LOC107810691"	0	0	0	0	0	0
"LOC107810697"	12	8	6	0	0	0
"LOC107810696"	426	142	409	16	25	50
"LOC107810699"	0	8	0	2	0	0
"LOC107810698"	0	15	10	8	3	10
"LOC107810700"	0	0	0	0	0	0
"LOC107810702"	0	0	0	0	0	0
"LOC107810703"	0	2	0	0	2	0
"LOC107810704"	3851	3794	3816	4441	4508	4466
"LOC107810705"	0	0	0	0	0	0
"LOC107810706"	43	42	37	17	25	26
"LOC107810710"	0	0	0	0	0	0
"LOC107810711"	423	444	420	320	309	324
"LOC107810708"	0	0	0	0	0	0
"LOC107810715"	244	207	269	300	318	357
"LOC107810712"	2770	2898	3065	1665	1705	1695
"LOC107810713"	223	218	293	141	145	241
"LOC107810716"	875	803	662	569	547	439
"LOC107810717"	277	298	348	535	472	534
"LOC107810718"	900	877	1403	558	692	765
"LOC107810719"	44	32	52	48	45	59
"LOC107810720"	43	37	33	10	14	30
"LOC107810722"	266	224	277	337	307	343
"LOC107810723"	159	163	151	191	213	238
"LOC107810724"	22	16	11	28	47	39
"LOC107810725"	0	0	0	0	2	0
"LOC107810726"	37	58	79	25	39	41
"LOC107810727"	281	241	261	84	132	97
"LOC107810729"	744	594	645	378	505	510
"LOC107810730"	1345	2023	1881	689	1025	1043
"LOC107810731"	1071	1004	1336	790	848	1068
"LOC107810732"	2	0	0	0	0	0
"TRNAW-CCA_41"	0	0	0	0	0	0
"LOC107810733"	295	309	322	186	185	249
"LOC107810735"	0	2	0	0	0	0
"LOC107810737"	8	4	14	66	48	35
"LOC107810738"	58	102	100	18	62	74
"LOC107810740"	669	616	726	426	430	655
"LOC107810739"	3320	2614	3409	1501	1497	1582
"LOC107810742"	204	257	262	117	95	114
"LOC107810741"	870	833	826	453	505	631
"LOC107810743"	385	138	410	150	137	169
"LOC107810747"	584	479	568	373	355	382
"LOC107810744"	0	0	0	0	0	0
"LOC107810748"	2	0	0	1	2	0
"LOC107810749"	432	524	544	168	169	248
"LOC107810750"	801	680	993	637	758	1065
"LOC107810754"	439	509	542	340	311	385
"LOC107810751"	11	2	2	7	0	5
"LOC107810752"	12	9	10	0	7	4
"LOC107810753"	6	15	13	8	6	17
"LOC107810757"	398	336	396	234	275	192
"LOC107810755"	8	0	4	0	4	6
"TRNAI-AAU_38"	0	0	0	0	0	0
"LOC107810758"	1284	759	1589	1113	1408	1979
"LOC107810760"	0	0	0	0	0	0
"LOC107810761"	716	654	883	228	319	380
"LOC107810764"	1186	835	976	786	882	871
"TRNAT-CGU_8"	0	0	0	0	0	0
"LOC107810763"	266	480	581	408	553	759
"LOC107810762"	15	10	6	0	4	2
"LOC107810766"	106	50	181	56	111	114
"LOC107810769"	0	0	0	0	0	0
"LOC107810767"	2	4	12	6	10	2
"LOC107810770"	472	454	530	326	313	441
"LOC107810772"	24	41	34	20	23	25
"LOC107810771"	13	10	20	38	30	23
"LOC107810773"	114	149	202	166	353	293
"LOC107810774"	663	750	926	482	497	711
"LOC107810775"	0	0	0	0	0	0
"LOC107810779"	122	92	140	110	135	122
"LOC107810778"	1168	583	1654	577	702	746
"LOC107810776"	15	10	22	23	23	28
"LOC107810780"	82	58	99	37	65	85
"LOC107810783"	0	0	0	0	0	0
"LOC107810782"	0	0	0	0	0	0
"LOC107810781"	0	0	0	0	0	0
"LOC107810784"	314	375	415	349	352	442
"LOC107810785"	493	422	558	202	309	276
"LOC107810786"	170	182	152	209	173	161
"LOC107810787"	189	230	338	264	312	256
"LOC107810789"	158	390	281	323	273	249
"LOC107810790"	884	801	1167	974	1154	1497
"LOC107810791"	471	307	433	214	313	240
"LOC107810792"	847	706	790	489	516	605
"LOC107810793"	0	0	0	0	0	0
"LOC107810794"	809	1262	940	600	460	388
"LOC107810795"	42	34	28	28	31	36
"LOC107810796"	371	302	379	427	462	482
"LOC107810798"	124	79	129	62	86	105
"LOC107810797"	172	187	185	224	220	248
"LOC107810799"	520	495	549	481	536	559
"LOC107810800"	65	64	108	48	88	76
"LOC107810801"	720	617	718	560	532	722
"LOC107810804"	681	547	884	835	886	1072
"LOC107810803"	309	233	335	406	405	629
"LOC107810802"	0	0	0	0	0	0
"LOC107810806"	200	184	175	23	53	37
"LOC107810809"	55	68	87	45	74	78
"LOC107810808"	49	62	89	40	48	90
"LOC107810810"	0	0	0	0	0	0
"LOC107810811"	25	22	30	24	12	26
"LOC107810815"	6	14	4	0	4	6
"LOC107810816"	219	126	152	62	52	67
"LOC107810814"	0	0	0	0	0	0
"LOC107810812"	16	11	10	0	0	8
"LOC107810813"	17	12	8	3	7	4
"LOC107810817"	6350	8094	7756	4980	4451	4562
"LOC107810818"	161	170	158	135	157	160
"LOC107810819"	49	68	77	36	72	36
"TRNAN-GUU_77"	0	0	0	0	0	0
"LOC107810822"	0	0	0	0	0	0
"LOC107810823"	0	0	0	0	0	0
"LOC107810824"	630	690	777	557	618	650
"LOC107810825"	0	0	0	0	0	0
"LOC107810828"	104	92	93	59	81	86
"LOC107810827"	2488	2379	2662	5098	5041	4833
"LOC107810829"	6	0	2	0	0	10
"LOC107810831"	352	222	323	125	165	197
"LOC107810832"	184	271	222	141	145	235
"LOC107810833"	0	0	0	0	0	0
"LOC107810834"	6	2	8	10	0	3
"LOC107810835"	2	0	0	0	0	0
"LOC107810837"	0	0	0	0	0	0
"LOC107810839"	289	225	286	261	211	189
"LOC107810838"	563	687	715	367	517	585
"LOC107810841"	4	0	2	0	1	0
"LOC107810840"	57	118	44	51	72	44
"LOC107810845"	115	158	159	115	118	100
"LOC107810842"	661	479	677	834	949	857
"LOC107810843"	173	218	437	46	49	32
"LOC107810844"	0	0	0	0	0	0
"LOC107810848"	799	817	1044	677	733	854
"LOC107810849"	39	42	25	20	16	15
"TRNAK-UUU_42"	0	0	0	0	0	0
"LOC107810847"	243	241	140	349	348	443
"LOC107810851"	99	167	162	100	157	160
"LOC107810852"	9495	10250	9995	24754	23691	20005
"LOC107810854"	0	0	2	0	0	0
"LOC107810855"	0	0	0	0	0	0
"LOC107810853"	0	0	0	0	0	0
"LOC107810856"	3134	2014	3708	1030	1089	1333
"LOC107810858"	35	26	23	55	93	90
"LOC107810862"	2	2	6	0	0	4
"LOC107810861"	40	35	48	8	12	4
"TRNAL-UAG_17"	0	0	0	0	0	0
"LOC107810859"	355	222	360	372	450	442
"LOC107810860"	0	0	0	0	0	0
"LOC107810864"	0	0	0	2	0	0
"LOC107810865"	645	555	764	547	574	714
"TRNAK-CUU_43"	0	0	0	0	0	0
"TRNAK-CUU_44"	0	0	0	0	0	0
"LOC107810869"	38	38	35	13	9	19
"LOC107810872"	138	85	112	83	162	155
"LOC107810870"	0	0	0	0	0	0
"LOC107810871"	10564	11138	12811	9770	8653	8401
"LOC107810873"	934	674	880	530	637	881
"LOC107810874"	0	0	0	0	0	0
"LOC107810877"	0	12	6	8	6	14
"LOC107810875"	0	0	0	0	0	0
"LOC107810878"	0	0	0	0	0	0
"LOC107810879"	251	328	287	123	144	118
"LOC107810880"	631	579	894	245	363	766
"LOC107810882"	461	476	443	412	471	479
"LOC107810881"	41	28	45	10	25	28
"LOC107810884"	10	14	7	14	10	2
"LOC107810883"	72	96	80	32	27	41
"LOC107810885"	0	0	0	0	0	0
"LOC107810886"	1798	1536	1916	611	667	619
"LOC107810887"	501	487	567	816	689	761
"LOC107810888"	1660	1805	2040	1772	2010	2052
"LOC107810890"	4	2	4	0	10	1
"LOC107810895"	208	203	249	245	221	261
"LOC107810894"	273	291	295	266	393	364
"LOC107810893"	86	105	30	12	0	18
"LOC107810891"	8	4	0	5	0	0
"LOC107810892"	439	458	465	202	252	191
"LOC107810896"	155	170	152	50	82	64
"LOC107810897"	815	713	1011	366	436	502
"LOC107810900"	1040	957	949	929	903	1094
"LOC107810899"	772	678	871	413	402	372
"LOC107810902"	0	3	0	0	0	2
"LOC107810906"	80	226	115	94	106	146
"LOC107810907"	174	176	192	101	144	213
"LOC107810908"	840	587	1191	382	463	526
"LOC107810904"	10	4	16	6	6	7
"LOC107810903"	36	32	104	2	25	12
"LOC107810905"	0	0	2	0	0	2
"LOC107810911"	533	618	656	143	126	166
"LOC107810910"	1639	1587	1831	1194	1393	1484
"LOC107810913"	1465	1283	1506	907	1027	995
"LOC107810912"	0	0	0	0	0	0
"LOC107810915"	6	16	6	2	0	0
"LOC107810914"	8	14	1	47	44	29
"LOC107810916"	0	0	0	0	0	0
"LOC107810918"	0	0	0	0	0	0
"LOC107810919"	139	140	147	113	123	107
"LOC107810921"	2082	1371	2121	246	347	309
"LOC107810920"	10	14	14	12	16	14
"LOC107810922"	694	608	734	983	981	952
"LOC107810923"	0	0	0	0	0	0
"LOC107810924"	0	0	0	0	0	0
"LOC107810931"	668	718	948	603	610	716
"LOC107810929"	0	0	0	0	2	0
"LOC107810926"	13	5	6	0	0	0
"LOC107810927"	0	0	0	0	0	0
"LOC107810930"	2	0	0	0	4	1
"LOC107810932"	607	558	689	522	560	501
"LOC107810933"	480	512	577	533	363	370
"LOC107810934"	8	0	10	0	6	0
"LOC107810935_1"	94	87	129	94	114	114
"LOC107810937"	1823	1657	1531	755	718	920
"LOC107810938"	0	0	0	0	0	2
"LOC107810939"	97	80	86	60	77	94
"LOC107810943"	1359	1220	1150	248	233	358
"LOC107810940"	0	0	3	0	0	0
"LOC107810941"	219	213	325	134	260	212
"LOC107810944"	1	0	0	0	0	0
"LOC107810946"	401	414	632	401	347	455
"LOC107810945"	373	374	326	223	247	280
"LOC107810947"	0	0	0	0	0	0
"LOC107810948"	4	17	4	2	6	1
"LOC107810950"	267	215	321	154	204	278
"LOC107810949"	45	48	33	42	35	66
"LOC107810952"	20	64	88	32	60	47
"LOC107810953"	0	0	0	0	0	0
"LOC107810954"	39	28	66	37	37	51
"LOC107810955"	190	171	310	117	132	170
"LOC107810956"	75	68	118	91	58	126
"TRNAK-UUU_43"	0	0	0	0	0	0
"LOC107810957"	31	40	39	24	19	22
"LOC107810959"	191	212	217	129	162	172
"LOC107810963"	0	0	0	0	1	0
"LOC107810961"	0	2	0	0	0	6
"LOC107810962"	0	0	0	0	0	0
"LOC107810964"	729	594	691	433	506	534
"LOC107810965"	39	6	14	6	19	36
"LOC107810968"	89	110	110	102	158	177
"LOC107810967"	2844	2883	2797	2877	2553	2496
"LOC107810969"	986	888	1040	828	869	892
"LOC107810970"	250	66	267	22	8	18
"LOC107810971"	2	4	2	6	3	2
"LOC107810972"	122	105	177	133	79	115
"LOC107810973"	21	40	4	39	29	37
"LOC107810975"	35	72	62	55	45	50
"LOC107810974"	36	20	49	53	19	35
"LOC107810976"	2	2	0	0	2	0
"LOC107810979"	585	468	565	641	603	635
"LOC107810978"	803	789	911	613	612	747
"LOC107810980"	48	17	30	8	11	42
"LOC107810981"	310	308	425	253	260	333
"LOC107810982"	102	68	165	44	48	126
"LOC107810983"	732	729	644	471	456	727
"LOC107810984"	41	39	39	3	6	10
"LOC107810986"	0	0	0	0	0	0
"LOC107810987"	268	334	324	219	242	250
"LOC107810989"	133	104	95	33	64	67
"LOC107810990"	495	437	551	256	340	331
"LOC107810991"	220	138	208	417	398	493
"LOC107810993"	62	62	53	23	56	47
"LOC107810994"	0	0	0	0	0	0
"LOC107810995"	0	0	0	0	0	0
"LOC107810996"	470	567	530	284	324	315
"LOC107810997"	592	512	546	289	219	355
"LOC107810998"	1812	1676	1958	2839	2747	2735
"LOC107810999"	104	100	142	63	46	69
"LOC107811000"	0	0	0	0	0	0
"LOC107811001"	0	4	0	0	0	5
"LOC107811006"	2688	2399	2413	2452	2700	2818
"LOC107811002"	2066	1869	1815	1812	1995	2002
"TRNAK-UUU_44"	0	0	0	0	0	0
"LOC107811004"	102	89	145	72	94	126
"LOC107811009"	0	0	0	0	0	0
"LOC107811012"	229	231	233	168	195	171
"LOC107811011"	165	179	211	119	140	161
"LOC107811010"	1	2	0	0	0	2
"LOC107811013"	15	38	30	20	43	17
"LOC107811014"	416	138	440	119	134	169
"LOC107811016"	863	1077	1101	680	717	823
"LOC107811018"	564	598	704	340	402	390
"LOC107811020"	0	0	0	0	0	0
"LOC107811021"	34	18	25	48	81	69
"LOC107811022"	45	27	95	2	9	6
"LOC107811023"	276	282	347	264	235	278
"LOC107811025"	0	0	0	0	0	0
"LOC107811024"	17	6	8	21	22	35
"LOC107811026"	1073	1023	1067	763	751	857
"LOC107811028"	1201	1160	1154	909	783	1035
"LOC107811029"	0	0	0	0	0	0
"LOC107811031"	1906	1267	2375	4668	5087	6056
"LOC107811030"	510	369	466	234	365	379
"LOC107811032"	248	326	269	254	254	219
"LOC107811033"	14	7	6	0	1	17
"LOC107811034"	431	617	390	175	184	217
"LOC107811036"	0	0	0	0	0	0
"LOC107811037"	659	877	741	1465	923	618
"LOC107811038"	0	10	12	0	0	31
"LOC107811039"	1769	1897	2103	1801	1968	2184
"LOC107811040"	215	166	195	167	177	186
"LOC107811042"	0	0	0	0	0	0
"LOC107811043"	43	14	28	48	35	18
"LOC107811045"	0	0	0	0	0	0
"LOC107811047"	28	49	28	6	9	6
"LOC107811044"	2	7	14	6	6	9
"LOC107811046"	9	12	17	11	16	24
"LOC107811048"	0	0	0	0	0	0
"LOC107811051"	0	2	0	7	0	1
"LOC107811050"	0	0	2	0	0	3
"LOC107811053"	953	688	1199	822	1184	2488
"LOC107811052"	0	0	0	0	0	0
"LOC107811054"	10	22	26	16	19	16
"LOC107811055"	0	0	0	0	0	0
"LOC107811057"	244	195	300	141	118	268
"LOC107811056"	4	0	0	0	0	0
"LOC107811058"	71	106	116	68	47	115
"LOC107811059"	825	818	901	544	568	703
"LOC107811061"	0	0	0	0	0	0
"LOC107811063"	634	501	605	277	324	367
"LOC107811062"	0	0	0	0	0	0
"LOC107811065"	0	0	0	0	0	0
"LOC107811066"	0	0	0	0	0	0
"LOC107811069"	0	0	0	0	0	0
"LOC107811067"	0	0	0	0	0	0
"LOC107811070"	466	356	567	141	204	227
"LOC107811072"	697	738	700	812	830	874
"LOC107811073"	1238	1129	1463	1649	1119	1531
"TRNAL-AAG_27"	0	0	0	0	0	0
"LOC107811071"	252	287	256	171	134	159
"LOC107811077"	0	0	0	0	0	0
"LOC107811078"	0	0	0	0	0	0
"LOC107811080"	105	150	103	74	52	116
"LOC107811079"	0	0	0	0	0	0
"LOC107811081"	0	0	0	0	0	0
"LOC107811082"	0	0	0	0	0	0
"LOC107811084"	0	0	0	0	0	0
"LOC107811086"	758	735	750	356	426	650
"LOC107811089"	178	126	199	150	150	228
"LOC107811085"	0	0	0	0	0	0
"LOC107811088"	1417	1140	1463	621	546	595
"LOC107811090"	177	198	169	134	187	161
"LOC107811091"	443	507	548	348	287	340
"LOC107811097"	12	6	11	7	14	13
"LOC107811093"	0	0	0	0	0	0
"LOC107811094"	7317	5305	10330	7535	8545	14105
"LOC107811092"	152	217	155	111	104	91
"LOC107811096"	629	568	679	493	618	683
"LOC107811098"	678	1038	1189	453	553	1321
"LOC107811100"	0	0	0	0	0	0
"LOC107811101"	23	8	23	1	1	8
"TRNAA-AGC_34"	0	0	0	0	0	0
"LOC107811099"	551	371	521	33	54	148
"LOC107811104"	682	650	798	1081	1030	1391
"LOC107811103"	0	0	0	0	0	0
"LOC107811106"	375	248	509	84	114	162
"LOC107811107"	62	53	52	20	36	53
"LOC107811109"	1923	1350	1678	901	954	1192
"LOC107811108"	50	74	38	36	23	56
"LOC107811110"	3188	3022	2346	1213	1021	913
"LOC107811113"	0	0	0	0	0	0
"LOC107811114"	1060	855	1202	921	823	755
"LOC107811115"	58	68	47	40	36	60
"LOC107811116"	0	0	0	0	0	0
"LOC107811117"	32	24	65	6	30	42
"LOC107811120"	6	22	19	16	42	36
"LOC107811119"	0	0	0	0	0	0
"LOC107811118"	0	4	4	0	0	2
"LOC107811123"	0	0	0	0	0	0
"LOC107811124"	0	0	0	0	0	0
"LOC107811125"	2	2	2	0	2	1
"LOC107811126"	47	36	46	50	45	89
"LOC107811128"	62	89	112	70	51	86
"LOC107811127"	122	189	131	66	42	47
"LOC107811129"	8	2	2	6	4	8
"LOC107811131"	2	0	0	0	0	2
"LOC107811132"	0	0	0	0	0	0
"LOC107811134"	857	554	860	494	505	493
"LOC107811133"	664	640	740	948	999	895
"LOC107811135"	70	111	96	104	209	131
"LOC107811137"	1204	1431	1334	798	787	929
"LOC107811138"	72	42	107	120	106	154
"LOC107811139"	30	22	36	13	14	28
"LOC107811141"	194	132	281	311	359	462
"LOC107811140"	0	0	0	0	0	0
"LOC107811142"	0	0	1	0	0	2
"LOC107811143"	0	0	0	0	0	0
"TRNAG-GCC_59"	0	0	0	0	0	0
"LOC107811144"	66	142	120	140	141	108
"LOC107811147"	0	0	0	0	0	0
"LOC107811148"	0	0	0	0	0	0
"LOC107811149"	771	851	1402	867	901	1014
"LOC107811150"	565	611	543	250	349	387
"LOC107811151"	99	138	139	64	85	118
"LOC107811152"	0	0	0	0	0	0
"LOC107811153"	45	53	43	42	32	66
"LOC107811154"	226	222	272	198	217	242
"LOC107811156"	0	0	0	0	0	2
"LOC107811157"	0	0	0	0	0	0
"LOC107811158"	28	54	52	8	2	17
"LOC107811165"	4	0	0	0	0	0
"LOC107811161"	40	61	122	14	28	65
"LOC107811164"	0	0	0	0	0	0
"LOC107811166"	218	153	184	90	126	127
"LOC107811159"	48	38	63	24	30	37
"LOC107811167"	190	217	213	177	170	159
"LOC107811169"	96	80	118	68	44	105
"LOC107811170"	0	0	0	0	0	0
"LOC107811171"	4	26	41	0	0	0
"TRNAE-CUC_46"	13	10	9	8	25	5
"LOC107811175"	404	354	531	429	356	465
"LOC107811176"	32	19	72	70	129	76
"LOC107811177"	0	0	0	0	0	0
"LOC107811178"	0	0	0	0	0	0
"LOC107811181"	1802	1661	2094	1760	1634	1797
"LOC107811179"	494	607	659	442	443	630
"LOC107811182"	0	0	4	0	0	0
"LOC107811183"	0	0	0	0	0	0
"LOC107811184"	54	35	68	4	12	20
"LOC107811185"	0	2	0	0	0	0
"LOC107811186"	139	125	120	146	128	138
"LOC107811187"	1	15	5	2	2	2
"TRNAL-UAG_18"	0	0	0	0	0	0
"LOC107811189"	296	219	360	350	311	538
"LOC107811188"	234	247	278	322	336	355
"LOC107811191"	0	0	0	0	0	0
"LOC107811192"	239	191	308	188	271	394
"LOC107811194"	0	0	0	0	0	0
"LOC107811197"	51	57	73	56	58	52
"LOC107811196"	674	537	764	1154	1336	1352
"LOC107811195"	8	6	23	26	15	11
"LOC107811198"	45	75	42	64	29	6
"LOC107811200"	0	0	2	2	0	0
"LOC107811199"	48	53	92	54	68	133
"LOC107811201"	929	911	981	455	434	602
"LOC107811203"	0	0	0	0	0	0
"LOC107811204"	421	227	509	299	405	412
"LOC107811212"	796	777	811	701	668	886
"LOC107811210"	633	592	793	628	689	742
"LOC107811211"	438	220	515	344	450	595
"LOC107811213"	895	625	1281	3652	4145	4627
"LOC107811209"	0	0	0	0	0	0
"LOC107811205"	262	326	189	395	232	383
"LOC107811208"	0	0	0	0	0	0
"LOC107811206"	0	0	0	0	0	0
"LOC107811214"	0	0	0	0	0	0
"LOC107811216"	4	6	0	7	7	6
"LOC107811215"	4	0	0	0	2	0
"LOC107811218"	2	0	0	2	20	4
"LOC107811219"	0	0	0	0	0	0
"LOC107811220"	521	609	646	432	503	538
"LOC107811221"	84	93	113	81	68	114
"LOC107811222"	127	91	144	124	123	141
"LOC107811223"	474	441	653	639	516	890
"LOC107811224"	0	6	0	0	0	0
"LOC107811227"	0	0	0	0	0	0
"LOC107811230"	565	441	556	406	431	414
"LOC107811228"	2	0	0	0	0	0
"LOC107811229"	564	558	680	473	522	613
"LOC107811225"	27	17	13	0	0	8
"LOC107811226"	2	3	2	5	1	1
"LOC107811231"	2	10	2	0	0	0
"LOC107811232"	22	0	37	8	6	6
"LOC107811233"	4	0	4	0	0	0
"LOC107811234"	258	270	267	241	280	271
"LOC107811236"	0	0	0	0	0	0
"LOC107811237"	461	374	415	346	315	342
"LOC107811238"	48	14	51	93	118	82
"LOC107811239"	2619	2436	2943	2014	2433	2592
"TRNAT-AGU_25"	0	0	0	0	0	0
"LOC107811241"	563	442	632	513	529	643
"LOC107811243"	216	214	262	190	193	308
"LOC107811244"	0	2	0	0	0	2
"LOC107811245"	0	0	0	0	0	0
"LOC107811246"	108	104	111	72	67	96
"LOC107811247"	1053	1225	1012	759	733	821
"LOC107811250"	1860	2007	1689	1259	1172	1249
"LOC107811248"	0	0	2	0	0	0
"LOC107811249"	2238	1835	2326	3006	2870	3309
"LOC107811252"	0	0	0	0	0	0
"LOC107811253"	10	6	4	2	0	4
"TRNAG-GCC_60"	0	0	0	0	0	0
"LOC107811255"	0	0	0	0	0	0
"LOC107811256"	0	0	0	0	0	0
"LOC107811257"	0	0	0	0	0	0
"LOC107811258"	52	68	65	50	44	49
"LOC107811260"	0	0	0	0	0	0
"LOC107811262"	324	196	838	38	111	89
"LOC107811261"	798	819	818	754	881	921
"LOC107811263"	27	38	74	363	467	547
"LOC107811264"	97	96	81	64	51	79
"LOC107811265"	437	265	657	284	478	431
"LOC107811266"	0	0	0	0	0	0
"LOC107811269"	87	44	84	83	57	114
"LOC107811268"	711	727	652	219	230	284
"LOC107811270"	116	87	80	76	46	77
"LOC107811273"	0	0	0	3	2	3
"LOC107811271"	6	4	2	3	10	4
"LOC107811272"	745	791	581	282	273	306
"LOC107811275"	0	0	2	0	0	1
"LOC107785631_1"	127	119	110	67	76	93
